Generation,FamilyID,M2BW_PD00,SurRate_PD00,gAnimalEBV_PD00,sAnimalEBV_PD00,gStdAnimalEBV_PD00,sStdAnimalEBV_PD00,gStdAnimalEBV,sStdAnimalEBV,SelIndex,FamilyClass,SireID,DamID,EnvLabel,TankID,M2Age2,M1BW,M2BW,ADG,M2BL,gAnimalEBV,SurRate,sAnimalEBV,sReSurRate,Inbreeding,M2BWAllEnvs
G02,MRYGY18G0203081,51.12892157,0.680588235,6.150426961,0.1713457,0.502397864,0.504285305,0.502397864,0.504285305,78.02195458,NP,MRYGY17G010F326,MRYGY17G010B470,PD00,P11,166,1.46,48.50952381,0.479904762,11.91619048,6.10126381,0.7,0.1713457,0.536640016,0,51.12892157
G02,MRYGY18G0203082,38.62933884,0.808650138,4.922154732,0.1603251,0.500697249,0.503846722,0.500697249,0.503846722,70.60300907,NP,MRYGY17G010F326,MRYGY17G010E601,PD00,P10,163,1.36,39.93304348,0.360347826,11.24695652,4.924741471,0.766666667,0.1603251,0.532259858,0,38.62933884
G02,MRYGY18G0203082,38.62933884,0.808650138,4.922154732,0.1603251,0.500697249,0.503846722,0.500697249,0.503846722,70.60300907,NP,MRYGY17G010F326,MRYGY17G010E601,PD00,P11,149,1.31,37.4488189,0.388503937,11.05433071,4.919812409,0.846666667,0.1603251,0.532259858,0,38.62933884
G02,MRYGY18G0203091,48.92112676,0.714522692,6.265217207,0.1467135,0.502556789,0.503305017,0.502556789,0.503305017,76.99588419,NP,MRYGY17G010F014,MRYGY17G010B418,PD00,P10,183,1.82,52.81632653,0.455306122,12.20612245,6.369758827,0.653333333,0.1467135,0.526844563,0,48.92112676
G02,MRYGY18G0203091,48.92112676,0.714522692,6.265217207,0.1467135,0.502556789,0.503305017,0.502556789,0.503305017,76.99588419,NP,MRYGY17G010F014,MRYGY17G010B418,PD00,P11,169,1.77,45.60173913,0.447130435,11.67826087,6.176129565,0.766666667,0.1467135,0.526844563,0,48.92112676
G02,MRYGY18G0203092,39.41170213,0.630141844,5.529692553,0.1199471,0.501538425,0.502239767,0.501538425,0.502239767,71.20200308,NP,MRYGY17G010F014,MRYGY17G010F744,PD00,P10,164,1.4,41.84942529,0.374597701,11.42988506,5.58783908,0.58,0.1199471,0.516182164,0,39.41170213
G02,MRYGY18G0203092,39.41170213,0.630141844,5.529692553,0.1199471,0.501538425,0.502239767,0.501538425,0.502239767,71.20200308,NP,MRYGY17G010F014,MRYGY17G010F744,PD00,P11,150,1.48,37.31188119,0.381188119,10.94059406,5.479605941,0.673333333,0.1199471,0.516182164,0,39.41170213
G02,MRYGY18G0203111,44.29828571,0.599352381,5.099225089,0.0036493,0.500942413,0.49761123,0.500942413,0.49761123,61.06822845,NP,MRYGY17G010F074,MRYGY17G010E155,PD00,P10,181,1.35,45.27534247,0.392054795,11.70821918,5.087336986,0.486666667,0.0036493,0.469819341,0,44.29828571
G02,MRYGY18G0203111,44.29828571,0.599352381,5.099225089,0.0036493,0.500942413,0.49761123,0.500942413,0.49761123,61.06822845,NP,MRYGY17G010F074,MRYGY17G010E155,PD00,P11,167,2.18,43.59901961,0.423039216,11.33137255,5.107733241,0.68,0.0036493,0.469819341,0,44.29828571
G02,MRYGY18G0203121,41.55595855,0.650949914,10.08620363,-0.0450426,0.507846591,0.495673416,0.507846591,0.495673416,84.92761959,NP,MRYGY17G010F216,MRYGY17G010E383,PD00,P10,158,1.22,42.47209302,0.388604651,11.46395349,10.09156047,0.573333333,-0.0450426,0.450492992,0,41.55595855
G02,MRYGY18G0203121,41.55595855,0.650949914,10.08620363,-0.0450426,0.507846591,0.495673416,0.507846591,0.495673416,84.92761959,NP,MRYGY17G010F216,MRYGY17G010E383,PD00,P11,144,1.29,40.81962617,0.429906542,11.29252336,10.08189813,0.713333333,-0.0450426,0.450492992,0,41.55595855
G02,MRYGY18G0203122,36.98639053,0.566666667,8.565356805,-0.1734117,0.505741282,0.490565429,0.505741282,0.490565429,68.05765455,NP,MRYGY17G010F216,MRYGY17G010F842,PD00,P10,156,1.17,39.99230769,0.370384615,11.34615385,8.725696154,0.52,-0.1734117,0.40021718,0,36.98639053
G02,MRYGY18G0203122,36.98639053,0.566666667,8.565356805,-0.1734117,0.505741282,0.490565429,0.505741282,0.490565429,68.05765455,NP,MRYGY17G010F216,MRYGY17G010F842,PD00,P11,142,1.16,34.40989011,0.365274725,10.81978022,8.427923077,0.606666667,-0.1734117,0.40021718,0,36.98639053
G02,MRYGY18G0203131,45.80377358,0.5360587,7.432324528,-0.0687562,0.504172667,0.494729719,0.504172667,0.494729719,68.9064872,NP,MRYGY17G010F254,MRYGY17G010B090,PD00,P10,183,1.56,48.96619718,0.419577465,12.04084507,7.314969014,0.473333333,-0.0687562,0.441120284,0,45.80377358
G02,MRYGY18G0203131,45.80377358,0.5360587,7.432324528,-0.0687562,0.504172667,0.494729719,0.504172667,0.494729719,68.9064872,NP,MRYGY17G010F254,MRYGY17G010B090,PD00,P11,169,1.85,43.25227273,0.418068182,11.5,7.527009091,0.586666667,-0.0687562,0.441120284,0,45.80377358
G02,MRYGY18G0203132,45.99319372,0.637102967,8.012670681,-0.0276286,0.504976139,0.496366437,0.504976139,0.496366437,74.81830897,NP,MRYGY17G010F254,MRYGY17G010E038,PD00,P10,172,1.16,48.97741935,0.429892473,12.04516129,8.050932258,0.62,-0.0276286,0.457393736,0,45.99319372
G02,MRYGY18G0203132,45.99319372,0.637102967,8.012670681,-0.0276286,0.504976139,0.496366437,0.504976139,0.496366437,74.81830897,NP,MRYGY17G010F254,MRYGY17G010E038,PD00,P11,158,1.27,43.16122449,0.431938776,11.56836735,7.976361224,0.653333333,-0.0276286,0.457393736,0,45.99319372
G02,MRYGY18G0203152,42.51153846,0.611355311,7.31678956,-0.0141211,0.504012696,0.496904002,0.504012696,0.496904002,71.93862088,NP,MRYGY17G010F305,MRYGY17G010E241,PD00,P10,170,1.12,42.1686747,0.37373494,11.40240964,7.064174699,0.553333333,-0.0141211,0.462755399,0,42.51153846
G02,MRYGY18G0203152,42.51153846,0.611355311,7.31678956,-0.0141211,0.504012696,0.496904002,0.504012696,0.496904002,71.93862088,NP,MRYGY17G010F305,MRYGY17G010E241,PD00,P11,156,1.31,42.7989899,0.432222222,11.45050505,7.528577778,0.66,-0.0141211,0.462755399,0,42.51153846
G02,MRYGY18G0203162,36.98181818,0.560686869,5.95755697,-0.0177094,0.502130822,0.496761196,0.502130822,0.496761196,64.30559283,NP,MRYGY17G010F310,MRYGY17G010B121,PD00,P10,160,1.06,36.27887324,0.332394366,10.85211268,5.672105634,0.473333333,-0.0177094,0.46133036,0,36.98181818
G02,MRYGY18G0203162,36.98181818,0.560686869,5.95755697,-0.0177094,0.502130822,0.496761196,0.502130822,0.496761196,64.30559283,NP,MRYGY17G010F310,MRYGY17G010B121,PD00,P11,146,1.59,37.51276596,0.390744681,11.10851064,6.17316383,0.626666667,-0.0177094,0.46133036,0,36.98181818
G02,MRYGY18G0203171,40.72234043,0.66751773,5.817326596,0.0066995,0.501936682,0.497732623,0.501936682,0.497732623,65.17840866,NP,MRYGY17G010F319,MRYGY17G010B486,PD00,P10,172,1.04,42.11142857,0.370428571,11.54571429,5.734247143,0.466666667,0.0066995,0.471032849,0,40.72234043
G02,MRYGY18G0203171,40.72234043,0.66751773,5.817326596,0.0066995,0.501936682,0.497732623,0.501936682,0.497732623,65.17840866,NP,MRYGY17G010F319,MRYGY17G010B486,PD00,P11,158,1.21,39.89830508,0.398898305,11.25084746,5.866611017,0.786666667,0.0066995,0.471032849,0,40.72234043
G02,MRYGY18G0203172,31.2,0.416693333,4.5120752,-0.1306282,0.50012946,0.492267678,0.50012946,0.492267678,48.87846475,NP,MRYGY17G010F319,MRYGY17G010B045,PD00,P10,156,0.98,28.52580645,0.261774194,9.953225806,4.024490323,0.413333333,-0.1306282,0.416833251,0,31.2
G02,MRYGY18G0203172,31.2,0.416693333,4.5120752,-0.1306282,0.50012946,0.492267678,0.50012946,0.492267678,48.87846475,NP,MRYGY17G010F319,MRYGY17G010B045,PD00,P11,142,1.21,33.83174603,0.358730159,10.67460317,4.991920635,0.42,-0.1306282,0.416833251,0,31.2
G02,MRYGY18G0203181,40.69631902,0.543844581,6.641484049,-0.116055,0.503077763,0.492847553,0.503077763,0.492847553,61.43660306,NP,MRYGY17G010F400,MRYGY17G010E482,PD00,P10,166,1.38,42.95696203,0.384936709,11.59240506,6.691396203,0.526666667,-0.116055,0.422528832,0,40.69631902
G02,MRYGY18G0203181,40.69631902,0.543844581,6.641484049,-0.116055,0.503077763,0.492847553,0.503077763,0.492847553,61.43660306,NP,MRYGY17G010F400,MRYGY17G010E482,PD00,P11,152,1.51,38.5702381,0.394761905,11.16666667,6.594542857,0.56,-0.116055,0.422528832,0,40.69631902
G02,MRYGY18G0204011,46.6827381,0.56031746,5.542904762,-0.1893248,0.50155672,0.48993234,0.50155672,0.48993234,50.55350286,NP,MRYGY17G010A170,MRYGY17G010B293,PD00,P10,181,1.65,48.60813953,0.419651163,12.01860465,5.460805814,0.573333333,-0.1893248,0.394081007,0,46.6827381
G02,MRYGY18G0204011,46.6827381,0.56031746,5.542904762,-0.1893248,0.50155672,0.48993234,0.50155672,0.48993234,50.55350286,NP,MRYGY17G010A170,MRYGY17G010B293,PD00,P11,167,1.79,44.66341463,0.437195122,11.6902439,5.629008537,0.546666667,-0.1893248,0.394081007,0,46.6827381
G02,MRYGY18G0204013,32.31931818,0.293333333,4.518505877,-0.353567,0.500138372,0.483400358,0.500138372,0.483400358,33.98475243,NP,MRYGY17G010A170,MRYGY17G010C417,PD00,P10,157,0.93,27.97272727,0.257272727,10.09318182,3.820470845,0.293333333,-0.353567,0.332529071,0,32.31931818
G02,MRYGY18G0204013,32.31931818,0.293333333,4.518505877,-0.353567,0.500138372,0.483400358,0.500138372,0.483400358,33.98475243,NP,MRYGY17G010A170,MRYGY17G010C417,PD00,P11,143,1.06,36.66590909,0.392272727,11.10909091,5.216540909,0.293333333,-0.353567,0.332529071,0,32.31931818
G02,MRYGY18G0204021,49.46650246,0.677077176,5.792864465,0.2096904,0.501902807,0.50581124,0.501902807,0.50581124,78.64622424,NP,MRYGY17G010A208,MRYGY17G010E373,PD00,P10,183,1.41,52.5020202,0.451919192,12.1979798,5.89087764,0.66,0.2096904,0.551842224,0,49.46650246
G02,MRYGY18G0204021,49.46650246,0.677077176,5.792864465,0.2096904,0.501902807,0.50581124,0.501902807,0.50581124,78.64622424,NP,MRYGY17G010A208,MRYGY17G010E373,PD00,P11,169,1.36,46.57692308,0.457019231,11.81259615,5.699563462,0.693333333,0.2096904,0.551842224,0,49.46650246
G02,MRYGY18G0204022,42.11841004,0.796680614,7.061680753,0.2519685,0.503659536,0.507493579,0.503659536,0.507493579,88.37954934,NP,MRYGY17G010A208,MRYGY17G010F786,PD00,P10,171,1.43,44.5675,0.392333333,11.84083333,7.131195,0.8,0.2519685,0.568515187,0,42.11841004
G02,MRYGY18G0204022,42.11841004,0.796680614,7.061680753,0.2519685,0.503659536,0.507493579,0.503659536,0.507493579,88.37954934,NP,MRYGY17G010A208,MRYGY17G010F786,PD00,P11,157,1.34,39.6487395,0.399159664,11.4394958,6.991582353,0.793333333,0.2519685,0.568515187,0,42.11841004
G02,MRYGY18G0204031,44.41067194,0.848089592,6.622430536,0.2304756,0.50305138,0.506638348,0.50305138,0.506638348,84.55067827,NP,MRYGY17G010A333,MRYGY17G010C407,PD00,P10,181,1.68,47.02820513,0.405384615,11.93760684,6.650165812,0.78,0.2304756,0.560052491,0.0625,44.41067194
G02,MRYGY18G0204031,44.41067194,0.848089592,6.622430536,0.2304756,0.50305138,0.506638348,0.50305138,0.506638348,84.55067827,NP,MRYGY17G010A333,MRYGY17G010C407,PD00,P11,167,1.81,42.15882353,0.411764706,11.44779412,6.598570041,0.906666667,0.2304756,0.560052491,0.0625,44.41067194
G02,MRYGY18G0204032,41.76020408,0.653605442,8.185093878,0.1126596,0.505214869,0.501949735,0.505214869,0.501949735,85.15596762,NP,MRYGY17G010A333,MRYGY17G010B257,PD00,P10,164,1.39,42.07291667,0.3765625,11.571875,8.033071875,0.64,0.1126596,0.513276861,0,41.76020408
G02,MRYGY18G0204032,41.76020408,0.653605442,8.185093878,0.1126596,0.505214869,0.501949735,0.505214869,0.501949735,85.15596762,NP,MRYGY17G010A333,MRYGY17G010B257,PD00,P11,150,1.31,41.46,0.4276,11.408,8.331035,0.666666667,0.1126596,0.513276861,0,41.76020408
G02,MRYGY18G0204033,38.99487179,0.653846154,7.624709744,0.0560249,0.504439047,0.499695723,0.504439047,0.499695723,78.31351088,NP,MRYGY17G010A333,MRYGY17G010B053,PD00,P10,162,1.19,42.01777778,0.381444444,11.52333333,7.834045556,0.6,0.0560249,0.490686182,0,38.99487179
G02,MRYGY18G0204033,38.99487179,0.653846154,7.624709744,0.0560249,0.504439047,0.499695723,0.504439047,0.499695723,78.31351088,NP,MRYGY17G010A333,MRYGY17G010B053,PD00,P11,148,1.23,36.40380952,0.377809524,11.07904762,7.445279048,0.7,0.0560249,0.490686182,0,38.99487179
G02,MRYGY18G0204041,43.42880435,0.613333333,7.056790761,-0.087798,0.503652757,0.493971966,0.503652757,0.493971966,65.58838607,NP,MRYGY17G010D493,MRYGY17G010B755,PD00,P10,172,1.34,43.12065217,0.376086957,11.70869565,6.909653261,0.613333333,-0.087798,0.433617633,0,43.42880435
G02,MRYGY18G0204041,43.42880435,0.613333333,7.056790761,-0.087798,0.503652757,0.493971966,0.503652757,0.493971966,65.58838607,NP,MRYGY17G010D493,MRYGY17G010B755,PD00,P11,158,1.38,43.73695652,0.436630435,11.57826087,7.203928261,0.613333333,-0.087798,0.433617633,0,43.42880435
G02,MRYGY18G0204051,45.47743902,0.57300813,7.533065244,-0.1085797,0.504312146,0.493145006,0.504312146,0.493145006,66.78643666,NP,MRYGY17G010A667,MRYGY17G010B416,PD00,P10,172,1.26,48.459375,0.425625,12.0640625,7.554226563,0.426666667,-0.1085797,0.425456748,0,45.47743902
G02,MRYGY18G0204051,45.47743902,0.57300813,7.533065244,-0.1085797,0.504312146,0.493145006,0.504312146,0.493145006,66.78643666,NP,MRYGY17G010A667,MRYGY17G010B416,PD00,P11,158,1.4,43.569,0.4349,11.57,7.519522,0.666666667,-0.1085797,0.425456748,0,45.47743902
G02,MRYGY18G0204052,38.99090909,0.476689977,6.216651049,-0.18191,0.502489561,0.490227327,0.502489561,0.490227327,54.71463222,NP,MRYGY17G010A667,MRYGY17G010B297,PD00,P10,165,1.02,38.09027778,0.343333333,11.125,5.884048611,0.48,-0.18191,0.396937022,0,38.99090909
G02,MRYGY18G0204052,38.99090909,0.476689977,6.216651049,-0.18191,0.502489561,0.490227327,0.502489561,0.490227327,54.71463222,NP,MRYGY17G010A667,MRYGY17G010B297,PD00,P11,151,1.34,39.90422535,0.409859155,11.20985915,6.553938028,0.473333333,-0.18191,0.396937022,0,38.99090909
G02,MRYGY18G0204071,47.09238095,0.700063492,8.217672381,0.1441629,0.50525993,0.50320351,0.50525993,0.50320351,87.44379289,NP,MRYGY17G010A768,MRYGY17G010F888,PD00,P10,169,1.31,49.41538462,0.4375,12.05961538,8.294909615,0.693333333,0.1441629,0.525829239,0,47.09238095
G02,MRYGY18G0204071,47.09238095,0.700063492,8.217672381,0.1441629,0.50525993,0.50320351,0.50525993,0.50320351,87.44379289,NP,MRYGY17G010A768,MRYGY17G010F888,PD00,P11,155,1.35,44.81320755,0.453113208,11.66424528,8.141892453,0.706666667,0.1441629,0.525829239,0,47.09238095
G02,MRYGY18G0204072,39.38666667,0.601851852,7.307695,-0.0737775,0.504000105,0.494529898,0.504000105,0.494529898,67.89219766,NP,MRYGY17G010A768,MRYGY17G010F709,PD00,P10,162,1.12,40.91882353,0.371882353,11.31294118,7.293043529,0.566666667,-0.0737775,0.439139678,0,39.38666667
G02,MRYGY18G0204072,39.38666667,0.601851852,7.307695,-0.0737775,0.504000105,0.494529898,0.504000105,0.494529898,67.89219766,NP,MRYGY17G010A768,MRYGY17G010F709,PD00,P11,148,1.35,38.01578947,0.394210526,11.05894737,7.320804211,0.633333333,-0.0737775,0.439139678,0,39.38666667
G02,MRYGY18G0204081,47.30696517,0.670149254,7.213068159,0.1478309,0.503869099,0.503349487,0.503869099,0.503349487,82.22592706,NP,MRYGY17G010A801,MRYGY17G010B561,PD00,P10,169,1.33,47.60098039,0.424705882,11.90098039,7.064438235,0.68,0.1478309,0.527289314,0,47.30696517
G02,MRYGY18G0204081,47.30696517,0.670149254,7.213068159,0.1478309,0.503869099,0.503349487,0.503869099,0.503349487,82.22592706,NP,MRYGY17G010A801,MRYGY17G010B561,PD00,P11,155,1.33,47.0040404,0.480606061,11.82020202,7.36620202,0.66,0.1478309,0.527289314,0,47.30696517
G02,MRYGY18G0204082,46.88883721,0.718542636,8.93112186,0.2349218,0.506247601,0.506815271,0.506247601,0.506815271,97.40432267,NP,MRYGY17G010A801,MRYGY17G010E617,PD00,P10,166,1.27,49.11470588,0.443431373,11.91372549,8.941119608,0.68,0.2349218,0.561805539,0,46.88883721
G02,MRYGY18G0204082,46.88883721,0.718542636,8.93112186,0.2349218,0.506247601,0.506815271,0.506247601,0.506815271,97.40432267,NP,MRYGY17G010A801,MRYGY17G010E617,PD00,P11,152,1.36,44.87964602,0.462920354,11.56460177,8.922097345,0.753333333,0.2349218,0.561805539,0,46.88883721
G02,MRYGY18G0204091,35.23564356,0.67339934,3.845259326,0.1172942,0.499206207,0.502134185,0.499206207,0.502134185,61.86254866,NP,MRYGY17G010D532,MRYGY17G010B099,PD00,P10,162,1.16,35.0127451,0.316862745,10.81176471,3.656213723,0.68,0.1172942,0.515124625,0,35.23564356
G02,MRYGY18G0204091,35.23564356,0.67339934,3.845259326,0.1172942,0.499206207,0.502134185,0.499206207,0.502134185,61.86254866,NP,MRYGY17G010D532,MRYGY17G010B099,PD00,P11,148,1.33,35.463,0.3671,10.906,4.038085842,0.666666667,0.1172942,0.515124625,0,35.23564356
G02,MRYGY18G0204092,30.64455959,0.648324698,3.281547141,0.1676806,0.498425707,0.504139447,0.498425707,0.504139447,62.17248507,NP,MRYGY17G010D532,MRYGY17G010E037,PD00,P10,155,0.99,31.86590909,0.293977273,10.57727273,3.330327339,0.586666667,0.1676806,0.535183781,0,30.64455959
G02,MRYGY18G0204092,30.64455959,0.648324698,3.281547141,0.1676806,0.498425707,0.504139447,0.498425707,0.504139447,62.17248507,NP,MRYGY17G010D532,MRYGY17G010E037,PD00,P11,141,1.1,29.62095238,0.313809524,10.2752381,3.24066469,0.7,0.1676806,0.535183781,0,30.64455959
G02,MRYGY18G0204101,48.18137255,0.680065359,6.574134804,0.0854632,0.502984506,0.500867346,0.502984506,0.500867346,74.57211205,NP,MRYGY17G010D045,MRYGY17G010B265,PD00,P10,179,1.44,50.91941748,0.442038835,12.02524272,6.662532039,0.686666667,0.0854632,0.502429504,0,48.18137255
G02,MRYGY18G0204101,48.18137255,0.680065359,6.574134804,0.0854632,0.502984506,0.500867346,0.502984506,0.500867346,74.57211205,NP,MRYGY17G010D045,MRYGY17G010B265,PD00,P11,165,1.45,45.38910891,0.448613861,11.61386139,6.483987129,0.673333333,0.0854632,0.502429504,0,48.18137255
G02,MRYGY18G0204102,47.31885714,0.595238095,8.221546286,0.0103441,0.505265286,0.497877673,0.505265286,0.497877673,78.49843459,NP,MRYGY17G010D045,MRYGY17G010E134,PD00,P10,174,1.26,47.91866667,0.420533333,11.87733333,8.098953333,0.5,0.0103441,0.472483188,0,47.31885714
G02,MRYGY18G0204102,47.31885714,0.595238095,8.221546286,0.0103441,0.505265286,0.497877673,0.505265286,0.497877673,78.49843459,NP,MRYGY17G010D045,MRYGY17G010E134,PD00,P11,160,1.39,46.869,0.4688,11.724,8.313491,0.666666667,0.0103441,0.472483188,0,47.31885714
G02,MRYGY18G0204103,47.31921182,0.677077176,8.141298522,0.0672035,0.505154206,0.500140624,0.505154206,0.500140624,81.87190502,NP,MRYGY17G010D045,MRYGY17G010E647,PD00,P10,172,1.09,47.99191919,0.422424242,11.92929293,8.087844444,0.66,0.0672035,0.495145072,0,47.31921182
G02,MRYGY18G0204103,47.31921182,0.677077176,8.141298522,0.0672035,0.505154206,0.500140624,0.505154206,0.500140624,81.87190502,NP,MRYGY17G010D045,MRYGY17G010E647,PD00,P11,158,1.1,46.67884615,0.470673077,11.89615385,8.192182692,0.693333333,0.0672035,0.495145072,0,47.31921182
G02,MRYGY18G0204111,34.38941799,0.636366843,2.134953375,0.0411286,0.496838227,0.499102862,0.496838227,0.499102862,47.45693096,NP,MRYGY17G010D071,MRYGY17G010E596,PD00,P10,168,1.09,33.14705882,0.294117647,10.63176471,1.612777766,0.566666667,0.0411286,0.484746291,0,34.38941799
G02,MRYGY18G0204111,34.38941799,0.636366843,2.134953375,0.0411286,0.496838227,0.499102862,0.496838227,0.499102862,47.45693096,NP,MRYGY17G010D071,MRYGY17G010E596,PD00,P11,154,1.3,35.40480769,0.359230769,10.89711538,2.561731517,0.693333333,0.0411286,0.484746291,0,34.38941799
G02,MRYGY18G0204112,26.56214953,0.735825545,1.033281201,0.1624486,0.495312967,0.50393123,0.495312967,0.50393123,49.59409447,NP,MRYGY17G010D071,MRYGY17G010B001,PD00,P10,160,0.76,25.44772727,0.233295455,9.821590909,0.746175877,0.586666667,0.1624486,0.533104167,0,26.56214953
G02,MRYGY18G0204112,26.56214953,0.735825545,1.033281201,0.1624486,0.495312967,0.50393123,0.495312967,0.50393123,49.59409447,NP,MRYGY17G010D071,MRYGY17G010B001,PD00,P11,146,0.98,27.34047619,0.286746032,10.11746032,1.233799205,0.84,0.1624486,0.533104167,0,26.56214953
G02,MRYGY18G0204121,38.65721649,0.647285223,7.461356186,-0.0391517,0.504212881,0.495907853,0.504212881,0.495907853,71.04793091,NP,MRYGY17G010D240,MRYGY17G010B131,PD00,P10,161,1.21,38.5606383,0.348829787,11.26170213,7.295793617,0.626666667,-0.0391517,0.452825844,0,38.65721649
G02,MRYGY18G0204121,38.65721649,0.647285223,7.461356186,-0.0391517,0.504212881,0.495907853,0.504212881,0.495907853,71.04793091,NP,MRYGY17G010D240,MRYGY17G010B131,PD00,P11,147,1.44,38.748,0.401,11.251,7.616985,0.666666667,-0.0391517,0.452825844,0,38.65721649
G02,MRYGY18G0204122,36.83157895,0.508859649,7.998118421,-0.0676125,0.504955978,0.494775232,0.504955978,0.494775232,72.06020957,NP,MRYGY17G010D240,MRYGY17G010E067,PD00,P10,152,1.13,38.45211268,0.358732394,11.21830986,8.106815493,0.473333333,-0.0676125,0.441571614,0.03125,36.83157895
G02,MRYGY18G0204122,36.83157895,0.508859649,7.998118421,-0.0676125,0.504955978,0.494775232,0.504955978,0.494775232,72.06020957,NP,MRYGY17G010D240,MRYGY17G010E067,PD00,P11,138,1.17,35.41111111,0.38037037,10.84320988,7.902840741,0.54,-0.0676125,0.441571614,0.03125,36.83157895
G02,MRYGY18G0204131,50.96864865,0.619711712,9.688065946,-0.0785359,0.507295462,0.49434054,0.507295462,0.49434054,80.51862334,NP,MRYGY17G010D245,MRYGY17G010F693,PD00,P10,177,1.65,50.80930233,0.443139535,12.15,9.374465116,0.573333333,-0.0785359,0.437264174,0,50.96864865
G02,MRYGY18G0204131,50.96864865,0.619711712,9.688065946,-0.0785359,0.507295462,0.49434054,0.507295462,0.49434054,80.51862334,NP,MRYGY17G010D245,MRYGY17G010F693,PD00,P11,163,1.87,51.10707071,0.507575758,12.01818182,9.960486869,0.66,-0.0785359,0.437264174,0,50.96864865
G02,MRYGY18G0204141,49.05123153,0.677471264,6.90484532,0.1162453,0.503442381,0.502092441,0.503442381,0.502092441,78.43332037,NP,MRYGY17G010D250,MRYGY17G010E353,PD00,P10,171,1.17,52.15714286,0.463367347,12.20306122,7.009153061,0.653333333,0.1162453,0.514706467,0,49.05123153
G02,MRYGY18G0204141,49.05123153,0.677471264,6.90484532,0.1162453,0.503442381,0.502092441,0.503442381,0.502092441,78.43332037,NP,MRYGY17G010D250,MRYGY17G010E353,PD00,P11,157,1.17,46.15238095,0.468571429,11.77333333,6.807491429,0.7,0.1162453,0.514706467,0,49.05123153
G02,MRYGY18G0204151,44.97193878,0.653401361,7.938860204,0.0344715,0.50487396,0.498837915,0.50487396,0.498837915,78.57781521,NP,MRYGY17G010D254,MRYGY17G010B726,PD00,P10,171,1.26,44.42929293,0.391717172,11.69494949,7.762670707,0.66,0.0344715,0.482092791,0,44.97193878
G02,MRYGY18G0204151,44.97193878,0.653401361,7.938860204,0.0344715,0.50487396,0.498837915,0.50487396,0.498837915,78.57781521,NP,MRYGY17G010D254,MRYGY17G010B726,PD00,P11,157,1.42,45.5257732,0.459175258,11.70515464,8.118682474,0.646666667,0.0344715,0.482092791,0,44.97193878
G02,MRYGY18G0204161,45.27117117,0.751771772,6.931642793,0.2117071,0.503479478,0.505891492,0.503479478,0.505891492,84.97500408,NP,MRYGY17G010D260,MRYGY17G010E309,PD00,P10,174,1.3,47.34329897,0.414639175,11.86185567,7.016517526,0.646666667,0.2117071,0.552639863,0,45.27117117
G02,MRYGY18G0204161,45.27117117,0.751771772,6.931642793,0.2117071,0.503479478,0.505891492,0.503479478,0.505891492,84.97500408,NP,MRYGY17G010D260,MRYGY17G010E309,PD00,P11,160,1.47,43.6632,0.4348,11.57792,6.86578,0.833333333,0.2117071,0.552639863,0,45.27117117
G02,MRYGY18G0204163,49.63944444,0.600074074,8.398531111,0.0397685,0.505510332,0.499048731,0.505510332,0.499048731,81.43260879,NP,MRYGY17G010D260,MRYGY17G010F872,PD00,P10,171,1.45,51.80337079,0.458539326,12.19775281,8.427286517,0.593333333,0.0397685,0.4842041,0,49.63944444
G02,MRYGY18G0204163,49.63944444,0.600074074,8.398531111,0.0397685,0.505510332,0.499048731,0.505510332,0.499048731,81.43260879,NP,MRYGY17G010D260,MRYGY17G010F872,PD00,P11,157,1.44,47.52307692,0.48021978,11.85384615,8.370407692,0.606666667,0.0397685,0.4842041,0,49.63944444
G02,MRYGY18G0204171,45.45962733,0.536853002,6.509935404,-0.0477412,0.502895616,0.495566022,0.502895616,0.495566022,65.29779318,NP,MRYGY17G010D305,MRYGY17G010E586,PD00,P10,181,1.67,47.28101266,0.407721519,11.88860759,6.578349367,0.526666667,-0.0477412,0.449424888,0,45.45962733
G02,MRYGY18G0204171,45.45962733,0.536853002,6.509935404,-0.0477412,0.502895616,0.495566022,0.502895616,0.495566022,65.29779318,NP,MRYGY17G010D305,MRYGY17G010E586,PD00,P11,167,1.72,43.70487805,0.428658537,11.58902439,6.44402439,0.546666667,-0.0477412,0.449424888,0,45.45962733
G02,MRYGY18G0204172,44.59032258,0.621792115,8.027773118,-0.0773592,0.504997036,0.494387366,0.504997036,0.494387366,71.56849959,NP,MRYGY17G010D305,MRYGY17G010F711,PD00,P10,169,1.28,47.375,0.422954545,11.91477273,8.095802273,0.586666667,-0.0773592,0.437727836,0,44.59032258
G02,MRYGY18G0204172,44.59032258,0.621792115,8.027773118,-0.0773592,0.504997036,0.494387366,0.504997036,0.494387366,71.56849959,NP,MRYGY17G010D305,MRYGY17G010F711,PD00,P11,155,1.42,42.08979592,0.428163265,11.52857143,7.966685714,0.653333333,-0.0773592,0.437727836,0,44.59032258
G02,MRYGY18G0204181,41.23136095,0.566666667,9.265564497,-0.0793773,0.506710659,0.494307057,0.506710659,0.494307057,78.16495623,NP,MRYGY17G010D343,MRYGY17G010E204,PD00,P10,160,1.32,42.61868132,0.389340659,11.62197802,9.280267033,0.606666667,-0.0793773,0.436932685,0,41.23136095
